voie;insee;commune
Place du 19 Mars 1962;34258;Saint-Geniès-de-Fontedit
Rue du 12 Juillet 1998;34276;Saint-Mathieu-de-Tréviers
Rue du 19 Mars 1962;34281;Saint-Pargoire
Avenue du 11 Novembre 1918;34298;Sauvian
Place du 14 Juillet;34298;Sauvian
Rue du 18 Juin 1940;34298;Sauvian
Rue du 8 Mai 1945;34298;Sauvian
Impasse du 14 Juillet;34299;Sérignan
Impasse du 4 Septembre;34299;Sérignan
Rue du 11 Novembre 1918;34299;Sérignan
Rue du 14 Juillet;34299;Sérignan
Rue du 4 Septembre;34299;Sérignan
Rue du 8 Mai 1945;34299;Sérignan
Faubourg du 8 Mai 1945;34300;Servian
Impasse du 8 Mai 1945;34300;Servian
Place du 2 Decembre 1852;34300;Servian
Rue du 8 Mai 1945;34300;Servian
Rue du 11 Novembre 1918;34301;Sète
Rue du 14 Juillet;34301;Sète
Rue du 4 Septembre;34301;Sète
Rue du 8 Mai 1945;34301;Sète
Rue du 8 Mai 1945;34307;Sussargues
Boulevard du 11 Novembre;34324;Valras-Plage
Impasse du 31 Juillet;34324;Valras-Plage
Rue du 12 Avril;34324;Valras-Plage
Rue du 18 Fevrier 1931;34324;Valras-Plage
Rue du 22 Août 1944;34324;Valras-Plage
Rue du 4 Septembre;34324;Valras-Plage
Avenue du 8 Mai 1945;34327;Vendargues
Place du 14 Juillet;34329;Vendres
Place du 11 Novembre;34332;Vias
Place du 14 Juillet;34332;Vias
Rue du 19 Aout 1944;34332;Vias
Rue du 8 Mai 1945;34332;Vias
Rue du 14 Juillet;34336;Villeneuve-lès-Béziers
Rue du 4 Septembre;34336;Villeneuve-lès-Béziers
Rue du 19 Mars 1962;34337;Villeneuve-lès-Maguelone
Rue du 25 Aout 1944;34339;Villespassans
Rue du 8 Mai;34339;Villespassans
Place du 1er Octobre;34344;La Grande-Motte
Rue du 3 Août 1944;35012;Bain-de-Bretagne
Rue du 13 Juin 1944;35023;Bédée
Rue du Huit Mai 1945;35024;Betton
Rue du 8 Mai 1945;35031;La Bouëxière
Rue du 19 Mars 1962;35040;Breteil
Rue du Huit Mai 1944;35047;Bruz
Rue du 6 Juin 1944;35055;Chantepie
Rue du 2 Aout;35085;Combourg
Rue du 11 Novembre;35125;La Guerche-de-Bretagne
Rue du 14 Juillet;35125;La Guerche-de-Bretagne
Rue du 8 Mai;35125;La Guerche-de-Bretagne
Rue du 11 Novembre;35126;Guichen
Rue du 8 Mai 1945;35152;Liffré
Place du 8 Mai;35162;Louvigné-du-Désert
Rue du 11 Juin 1944;35188;Montfort-sur-Meu
Rue du 19 Mars 1962;35238;Rennes
Rue du 21 Juillet 1954;35238;Rennes
Rue du 4 Août 1944;35238;Rennes
Square du 8 Mai 1945;35238;Rennes
Allée du 1er Août 1944;35278;Saint-Grégoire
Rue du 15 Janvier 1872;35294;Sainte-Marie
Rue du 8 Mai 1945;35337;Tinténiac
Rue du 8 Mai 1945;36001;Aigurande
Rue du Huit Mai;36001;Aigurande
Rue du 19 Mars 1962;36005;Ardentes
Rue du 8 Mai 1945;36005;Ardentes
Rue du 19 Mars 1962;36006;Argenton-sur-Creuse
Rue du 8 Mai 1945;36006;Argenton-sur-Creuse
Rue du 9 Juin 1944;36006;Argenton-sur-Creuse
Rue du 8 Mai 1945;36010;Azay-le-Ferron
Place du 8 Mai 1945;36012;Baraize
Rue du 11 Novembre;36012;Baraize
Rue du 19 Mars 1962;36012;Baraize
Rue du 10 Juillet 1944;36016;Bélâbre
Rue du 8 Mai 1945;36018;Le Blanc
Avenue du 11 Novembre;36031;Buzançais
Avenue du 8 Mai;36031;Buzançais
Avenue du 8 Mai 1945;36031;Buzançais
Rue 19 Mars 1962;36032;Ceaulmont
Rue du 8 Mai 1945;36032;Ceaulmont
Avenue du 6 Juin 1944;36044;Châteauroux
Rue du 11 Novembre 1918;36044;Châteauroux
Rue du 14 Juillet;36044;Châteauroux
Rue du 8 Mai 1945;36044;Châteauroux
Avenue du 8 Mai;36045;Châtillon-sur-Indre
Avenue du 8 Mai 1945;36045;Châtillon-sur-Indre
Rue du 11 Novembre;36045;Châtillon-sur-Indre
Rue du 11 Novembre 1918;36045;Châtillon-sur-Indre
Rue du 18 Juin 1940;36045;Châtillon-sur-Indre
Impasse du 14 Juillet;36046;La Châtre
Rue du 14 Juillet;36046;La Châtre
Rue du 4 Septembre;36046;La Châtre
Place du 8 Mai;36054;Cléré-du-Bois
Place du 8 Mai 1945;36055;Clion
Avenue du 8 Mai 1945;36056;Cluis
Rue du 19 Mars 1962;36056;Cluis
Rue du 19 Mars 1962;36063;Déols
Rue du 8 Mai 1945;36063;Déols
Rue du 11 Juin 1944;36068;Dun-le-Poëlier
Rue du 11 Novembre 1918;36069;Écueillé
Rue du 8 Mai 1945;36069;Écueillé
Rue du 19 Mars 1962;36070;Éguzon-Chantôme
Rue du 8 Mai 1945;36070;Éguzon-Chantôme
Rue du 11 Novembre 1918;36074;Fléré-la-Rivière
Rue du 8 Mai 1945;36074;Fléré-la-Rivière
Rue du Onze Novembre;36074;Fléré-la-Rivière
Place du 8 Mai 1945;36079;Francillon
Place du 8 Mai 1945;36081;Gargilesse-Dampierre
Avenue du 11 Novembre;36088;Issoudun
Avenue du 8 Mai;36088;Issoudun
Place du 10 Juin;36088;Issoudun
Rue du 10 Septembre 1944;36088;Issoudun
Rue du 19 Mars 1962;36088;Issoudun
Rue du 4 Aout;36088;Issoudun
Impasse du 4 Septembre;36093;Levroux
Rue du 14 Juillet 1789;36093;Levroux
Rue du 4 Septembre;36093;Levroux
Rue du 8 Mai;36093;Levroux
Rue du 8 Mai 1945;36093;Levroux
Place du 10 Juillet 1944;36094;Lignac
Passage du 11 Novembre;36099;Lourdoueix-Saint-Michel
Impasse du 19 Mars;36101;Luant
Rue du 11 Novembre;36101;Luant
Rue du 11 Novembre 1918;36101;Luant
Rue du 19 Mars;36101;Luant
Rue du 19 Mars 1962;36101;Luant
Rue du 8 Mai 1945;36101;Luant
Rue du 18 Juin 1940;36103;Luçay-le-Mâle
Place du 8 Mai 1945;36113;Martizay
Place du 8 Mai 1945;36119;Mérigny
Rue du 11 Novembre;36124;Migné
Rue du 8 Mai 1945;36127;Montgivray
Rue du Huit Mai;36127;Montgivray
Avenue du 8 Mai 1945;36128;Montierchaume
Rue du 11 Novembre;36128;Montierchaume
Rue du 11 Novembre 1918;36128;Montierchaume
Rue du 19 Mars 1962;36128;Montierchaume
Place du 19 Mars 1962;36134;Mouhet
Rue du 11 Novembre;36140;Neuvy-Pailloux
Rue du 14 Juillet;36140;Neuvy-Pailloux
Rue du 8 Mai;36140;Neuvy-Pailloux
Avenue du 8 Mai;36141;Neuvy-Saint-Sépulchre
Avenue du 8 Mai 1945;36141;Neuvy-Saint-Sépulchre
Allee du 19 Mars 1962;36142;Niherne
Rue du 11 Novembre 1918;36142;Niherne
Rue du 8 Mai 1945;36142;Niherne
Rue du 8 Mai 1945;36149;Palluau-sur-Indre
Place du 8 Mai 1945;36154;Le Pêchereau
Rue du 8 Mai 1945;36155;Pellevoisin
Place du 1er Mai;36159;Le Poinçonnet
Rue du 30 Aout 1944;36159;Le Poinçonnet
Rue du 8 Mai 1945;36161;Le Pont-Chrétien-Chabenet
Rue du Huit Mai;36161;Le Pont-Chrétien-Chabenet
Place du 8 Mai 1945;36168;Prissac
Rue du 11 Novembre;36171;Reuilly
Rue du 14 Juillet;36171;Reuilly
Rue du 8 Mai 1945;36171;Reuilly
Rue du 11 Novembre;36182;Saint-Benoît-du-Sault
Rue du 8 Mai 1945;36182;Saint-Benoît-du-Sault
Place du 8 Mai et du 11 Novembre;36188;Saint-Cyran-du-Jambot
Place du 8 Mai et du 11 Novembre;36188;Saint-Cyran-du-Jambot
Allee du 11 Novembre 1918;36189;Saint-Denis-de-Jouhet
Allée du 8 Mai 1945;36189;Saint-Denis-de-Jouhet
Rue du 14 Juillet 1789;36189;Saint-Denis-de-Jouhet
Rue du 1er Mai;36189;Saint-Denis-de-Jouhet
Rue du 11 Novembre 1918;36192;Saint-Gaultier
Rue du 19 Mars 1962;36192;Saint-Gaultier
Rue du 8 Mai 1945;36192;Saint-Gaultier
Chemin du 30 Aout;36193;Sainte-Gemme
Rue du 19 Mars 1962;36200;Saint-Marcel
Rue du 11 Novembre;36202;Saint-Maur
Rue du 8 Mai 1945;36202;Saint-Maur
Allée du 9 Août;36209;Saint-Valentin
Rue du 14 Fevrier;36209;Saint-Valentin
Rue du 11 Novembre 1918;36220;Thenay
Rue du 8 Mai 1945;36220;Thenay
Rue du 8 Mai 1945;36221;Thevet-Saint-Julien
Rue du 8 Mai 1945;36232;Vendœuvres
Rue du Huit Mai;36232;Vendœuvres
Place du 8 Mai 1945;36236;Vicq-Exemplet
Rue du 8 Mai 1945;36239;Vigoux
Place du 19 Mars 1962;36241;Villedieu-sur-Indre
Rue du 8 Mai 1945;36241;Villedieu-sur-Indre
Rue du 8 Mai 1945;36243;Villegouin
Du 8 Mai;37001;Abilly
Rue du 11 Novembre;37001;Abilly
Rue du 14 Juillet;37001;Abilly
Rue du 14 Juillet 1789;37001;Abilly
Rue du 8 Mai;37001;Abilly
Du 11 Novembre 1918;37002;Ambillou
Place du 8 Mai 1945;37002;Ambillou
Rue du 11 Novembre 1918;37002;Ambillou
Rue du 8 Mai 1945;37003;Amboise
Du 11 Novembre;37009;Autrèche
Du 8 Mai;37009;Autrèche
Rue du 11 Novembre;37009;Autrèche
Rue du 11 Novembre 1918;37009;Autrèche
Rue du 8 Mai;37009;Autrèche
Rue du 8 Mai 1945;37009;Autrèche
Rue du 11 Novembre;37010;Auzouer-en-Touraine
Rue du 14 Juillet;37010;Auzouer-en-Touraine
Rue du 14 Juillet;37010;Auzouer-en-Touraine
Rue du 8 Mai;37010;Auzouer-en-Touraine
Rue 11 Novembre 1918;37011;Avoine
Rue du 11 Novembre;37011;Avoine
Rue du 8 Mai 1945;37011;Avoine
Rue du 8 Mai;37012;Avon-les-Roches
Rue du 8 Mai 45;37014;Azay-le-Rideau
Rue du 11 Novembre 1918;37015;Azay-sur-Cher
Rue du 8 Mai 1945;37015;Azay-sur-Cher
Allée du 8 Mai 1945;37018;Ballan-Miré
Place du 11 Novembre;37018;Ballan-Miré
Impasse du 11 Novembre;37020;Beaulieu-lès-Loches
Rue du 11 Novembre;37020;Beaulieu-lès-Loches
Rue du 8 Mai;37020;Beaulieu-lès-Loches
0 du 11 Novembre;37021;Beaumont-Louestault
Du 11 Novembre;37021;Beaumont-Louestault
Rue du 11 Novembre;37021;Beaumont-Louestault
Rue du 8 Mai 1945;37021;Beaumont-Louestault
Rue du 8 Mai 1945;37022;Beaumont-en-Véron
Rue du 8 Mai;37023;Beaumont-Village
Avenue du 11 Novembre;37027;Bléré
Avenue du 11 Novembre 1918;37027;Bléré
Du 11 Novembre 1918;37027;Bléré
Rue du 18 Juin;37027;Bléré
Rue du 18 Juin 1940;37027;Bléré
Rue du 8 Mai 1945;37027;Bléré
Rue du 8 Mai 1945;37031;Bourgueil
Avenue du 11 Novembre;37038;Bréhémont
Place du 8 Mai 1945;37038;Bréhémont
Place du 14 Juillet;37040;Brizay
Du 8 Mai;37045;La Celle-Saint-Avant
Place du 8 Mai;37045;La Celle-Saint-Avant
Rue du 11 Novembre;37045;La Celle-Saint-Avant
Rue du 11 Novembre 1918;37045;La Celle-Saint-Avant
Place du 11 Novembre;37048;Chambon
Place du 11 Novembre;37050;Chambray-lès-Tours
Place du 8 Mai;37050;Chambray-lès-Tours
Rue du Huit Mai;37054;Chanceaux-sur-Choisille
Place du 8 Mai 1945;37061;Charnizay
Rue du 11 Novembre 1918;37061;Charnizay
Rue du 19 Mars 1962;37061;Charnizay
Boulevard du 4 Septembre;37062;Château-la-Vallière
Rue du 11 Novembre;37062;Château-la-Vallière
Rue du 8 Mai 1945;37062;Château-la-Vallière
Avenue du 8 Mai 1945;37063;Château-Renault
Du 11 Novembre;37063;Château-Renault
Rue du 11 Novembre;37063;Château-Renault
Chemin du 19 Mars;37065;Chaveignes
Rue du 19 Mars;37065;Chaveignes
Rue du 14 Juillet;37066;Chédigny
Rue du 11 Novembre;37072;Chinon
Rue du Onze Novembre 1918;37072;Chinon
Place du 8 Mai;37077;Cinq-Mars-la-Pile
Place du 8 Mai 1945;37077;Cinq-Mars-la-Pile
Rue du 8 Mai 1945;37078;Ciran
Place du 8 Mai;37079;Civray-de-Touraine
Rue du 11 Novembre 1918;37081;Cléré-les-Pins
Rue du 14 Juillet;37081;Cléré-les-Pins
Rue du 8 Mai 1945;37081;Cléré-les-Pins
Rue du 8 Mai;37084;Couesmes
Rue du 8 Mai 1945;37084;Couesmes
Rue du 8 Mai 1945;37091;La Croix-en-Touraine
Place 8 Mai 1945;37095;Dame-Marie-les-Bois
Place du 11 Novembre;37095;Dame-Marie-les-Bois
Place du 8 Mai;37095;Dame-Marie-les-Bois
Rue du 8 Mai 1945;37098;Draché
Rue du 11 Novembre;37104;Esvres
Rue du 8 Mai;37104;Esvres
Rue du 8 Mai 1945;37104;Esvres
Du 11 Novembre 1918;37106;La Ferrière
Impasse du 11 Novembre;37106;La Ferrière
Impasse du 11 Novembre 1918;37106;La Ferrière
Rue du 11 Novembre 1918;37106;La Ferrière
Rue du 8 Mai;37106;La Ferrière
Rue du 8 Mai 1945;37106;La Ferrière
Place du 11 Novembre 1918;37109;Fondettes
Rue du 11 Novembre;37110;Francueil
Rue du 8 Mai 1945;37110;Francueil
Avenue du 8 Mai;37111;Genillé
Impasse du 11 Novembre;37111;Genillé
Rue du 11 Novembre;37111;Genillé
Rue du 11 Novembre 1918;37116;Les Hermites
Rue du 8 Mai 1945;37116;Les Hermites
Place du 8 Mai;37117;Hommes
Place du 8 Mai 1945;37119;L'Île-Bouchard
Place du 14 Juillet;37123;Langeais
Rue du 8 Mai;37124;Larçay
Place du 8 Mai;37126;Lerné
Avenue du 11 Novembre 1918;37130;Ligueil
Avenue du 8 Mai 1945;37130;Ligueil
Avenue du 8 Mai 1945;37131;Limeray
Du 11 Novembre;37131;Limeray
Impasse du 8 Mai 1945;37131;Limeray
Rue du 11 Novembre;37131;Limeray
Rue du 11 Novembre;37132;Loches
Rue du 8 Mai;37132;Loches
Place du 11 Novembre 1918;37134;Louans
Place du 8 Mai;37141;Luzillé
Rue du 11 Novembre;37141;Luzillé
Rue du 14 Juillet;37141;Luzillé
Rue du 25 Août;37142;Maillé
Rue du 11 Novembre 1918;37143;Manthelan
Rue du 8 Mai 1945;37143;Manthelan
Rue du 11 Novembre;37150;Mazières-de-Touraine
Rue du 8 Mai;37150;Mazières-de-Touraine
Rue du 11 Novembre;37152;Mettray
Rue du 8 Mai;37153;Monnaie
Rue du 8 Mai;37153;Monnaie
Rue du 8 Mai;37155;Monthodon
Du 8 Mai 1945;37156;Montlouis-sur-Loire
Place du 11 Novembre;37156;Montlouis-sur-Loire
Rue du 4 Août 1789;37156;Montlouis-sur-Loire
Rue du 8 Mai 1945;37156;Montlouis-sur-Loire
Rue du 11 Novembre;37157;Montrésor
Rue du 8 Mai;37157;Montrésor
Rue du 8 Mai 1945;37157;Montrésor
Place du 11 Novembre;37160;Morand
Rue du 8 Mai 1945;37160;Morand
Rue du 8 Mai 1945;37163;Nazelles-Négron
Place du Onze Novembre;37165;Neuil
Du 8 Mai;37167;Neuillé-Pont-Pierre
Place du 11 Novembre;37167;Neuillé-Pont-Pierre
Rue 08-Mai-45;37167;Neuillé-Pont-Pierre
Rue du 8 Mai;37167;Neuillé-Pont-Pierre
Rue du 8 Mai 1945;37167;Neuillé-Pont-Pierre
Rue du 8 Mai 1945;37169;Neuville-sur-Brenne
Du 11 Novembre;37170;Neuvy-le-Roi
Rue du 11 Novembre;37170;Neuvy-le-Roi
Rue du 8 Mai 1945;37170;Neuvy-le-Roi
Rue du 11 Novembre;37171;Noizay
Rue du 8 Mai;37171;Noizay
Rue du 8 Mai 1945;37171;Noizay
Rue du 19 Mars 1962;37172;Notre-Dame-d'Oé
Place du 8 Mai 1945;37173;Nouans-les-Fontaines
Place du 8 Mai 1945;37174;Nouâtre
Rue du 8 Mai;37176;Noyant-de-Touraine
Place du 11 Novembre 1918;37177;Orbigny
Rue du 8 Mai 1945;37177;Orbigny
Place du 11 Novembre;37180;Parçay-sur-Vienne
Rue du 8 Mai 1945;37180;Parçay-sur-Vienne
De Cinq Mars;37182;Pernay
Rue du 18 Juin 1940;37182;Pernay
Rue du 19 Mars 1962;37182;Pernay
Place du 8 Mai 1945;37183;Perrusson
Place du 19 Mars 1962;37184;Le Petit-Pressigny
Place du 11 Novembre;37188;Pouzay
Rue du 8 Mai;37188;Pouzay
Avenue du 11 Novembre;37189;Preuilly-sur-Claise
Avenue du 8 Mai;37189;Preuilly-sur-Claise
Allée du 8 Mai 1945;37192;Reignac-sur-Indre
Rue du 11 Novembre 1918;37192;Reignac-sur-Indre
Rue du 11 Novembre 1918;37195;La Riche
Rue du 19 Mars 1962;37195;La Riche
Rue du 8 Juin;37195;La Riche
Rue du 8 Mai 1945;37195;La Riche
Du 8 Mai 1945;37196;Richelieu
Place du 8 Mai 1945;37196;Richelieu
Rue du 11 Novembre;37196;Richelieu
Place du 8 Mai 1945;37200;Rivarennes
Du 11 Novembre;37204;Rouziers-de-Touraine
Du 8 Mai 1945;37204;Rouziers-de-Touraine
Rue du 11 Novembre;37204;Rouziers-de-Touraine
Rue du 8 Mai 1945;37204;Rouziers-de-Touraine
Rue du 8 Mai 1945;37208;Saint-Avertin
Du 11 Novembre 1918;37211;Saint-Branchs
Du 8 Mai 1945;37211;Saint-Branchs
Place du 11 Novembre 1918;37211;Saint-Branchs
Place du 8 Mai 1945;37211;Saint-Branchs
Rue du 8 Mai 1945;37214;Saint-Cyr-sur-Loire
Place du 8 Mai;37216;Saint-Épain
Du 8 Mai;37218;Saint-Flovier
Place du 8 Mai;37218;Saint-Flovier
Rue du 19 Mars;37218;Saint-Flovier
Rue du 19 Mars 1962;37218;Saint-Flovier
Rue du 19 Mars 1962;37219;Saint-Genouph
Place du 27 Aout 1944;37221;Saint-Hippolyte
Place du 27 Août 1944;37221;Saint-Hippolyte
Avenue du 11 Novembre;37224;Saint-Laurent-en-Gâtines
Place du 8 Mai;37224;Saint-Laurent-en-Gâtines
Allee du 8 Mai 1945;37225;Saint-Martin-le-Beau
Place du 14 Juillet;37225;Saint-Martin-le-Beau
Rue du 11 Novembre;37225;Saint-Martin-le-Beau
Rue du 8 Mai;37225;Saint-Martin-le-Beau
Rue du 11 Novembre;37226;Sainte-Maure-de-Touraine
Rue du 8 Mai 1945;37226;Sainte-Maure-de-Touraine
Route des 11 Novembre;37231;Saint-Paterne-Racan
Rue du 11 Novembre;37231;Saint-Paterne-Racan
Place du 11 Novembre;37232;Coteaux-sur-Loire
Rue du 8 Mai 1945;37232;Coteaux-sur-Loire
Avenue du 11 Novembre;37233;Saint-Pierre-des-Corps
Impasse du 1er Mai;37233;Saint-Pierre-des-Corps
Impasse du 4 Septembre;37233;Saint-Pierre-des-Corps
Rue du 11 Avril 1944;37233;Saint-Pierre-des-Corps
Rue du 23 Février 1950;37233;Saint-Pierre-des-Corps
Rue du 11 Novembre;37241;Savigné-sur-Lathan
Place du 11 Novembre;37245;Semblançay
Place du 8 Mai 1945;37245;Semblançay
Du 8 Mai;37247;Sepmes
Poste du Onze Novembre 1918;37247;Sepmes
Rue du 11 Novembre;37247;Sepmes
Rue du 8 Mai;37247;Sepmes
Rue du Huit Mai 1945;37247;Sepmes
0 du 8 Mai 1945;37249;Sonzay
Avenue du 14 Juillet;37249;Sonzay
Du 11 Novembre;37249;Sonzay
Du 8 Mai 1945;37249;Sonzay
Route du 8 Mai 1945;37249;Sonzay
Rue du 11 Novembre;37249;Sonzay
Rue du 11 Novembre 1918;37249;Sonzay
Rue du 8 Mai 1945;37249;Sonzay
Avenue du 11 Novembre 1918;37250;Sorigny
Place du 11 Novembre;37251;Souvigné
Place du 8 Mai;37251;Souvigné
Du 8 Mai;37253;Sublaines
Rue du 8 Mai;37253;Sublaines
Rue du 8 Mai 1945;37253;Sublaines
Place du 11 Novembre;37254;Tauxigny-Saint-Bauld
Place du 11 Novembre 1918;37254;Tauxigny-Saint-Bauld
Du 11 Novembre 1918;37259;Tournon-Saint-Pierre
Du 8 Mai 1945;37259;Tournon-Saint-Pierre
Place du 11 Novembre 1918;37259;Tournon-Saint-Pierre
Place du 8 Mai 1945;37259;Tournon-Saint-Pierre
Place du Onze Novembre;37259;Tournon-Saint-Pierre
Rue du 8 Mai;37259;Tournon-Saint-Pierre
Place du 14 Juillet;37261;Tours
Place du 1er Mai;37261;Tours
Place du 8 Mai;37261;Tours
Rue du 1er Mai;37261;Tours
Rue du 4 Septembre 1870;37261;Tours
Place du 8 Mai;37269;Verneuil-sur-Indre
Du 8 Mai 1945;37270;Vernou-sur-Brenne
Rue du 11 Novembre;37270;Vernou-sur-Brenne
Rue du 8 Mai 1945;37270;Vernou-sur-Brenne
Place du Huit Mai;37272;Villandry
Place du 11 Novembre 1918;37273;La Ville-aux-Dames
Rue du 14 Juillet;37274;Villebourg
Rue du 14 Juillet;37274;Villebourg
Place du 11 Novembre 1918;37277;Villeloin-Coulangé
Place du 8 Mai 1945;37277;Villeloin-Coulangé
Place du 8 Mai;37279;Villiers-au-Bouin
Place du 8 Mai 1945;37279;Villiers-au-Bouin
Rue du 8 Mai 1945;37281;Vouvray
Du 14 Juillet;37282;Yzeures-sur-Creuse
Impasse du 19 Mars 1962;37282;Yzeures-sur-Creuse
Place du 11 Novembre;37282;Yzeures-sur-Creuse
Rue du 11 Novembre;37282;Yzeures-sur-Creuse
Rue du 14 Juillet;37282;Yzeures-sur-Creuse
Rue du 14 Juillet 1789;37282;Yzeures-sur-Creuse
Rue du 19 Mars 1962;37282;Yzeures-sur-Creuse
Rue du 8 Mai;37282;Yzeures-sur-Creuse
Place du 8 Mai 1945;38001;Les Abrets en Dauphiné
Rue du 11 Novembre;38001;Les Abrets en Dauphiné
Rue du 11 Novembre (fitilieu);38001;Les Abrets en Dauphiné
Rue du 11 Novembre (la Batie);38001;Les Abrets en Dauphiné
Rue du 11 Novembre 1918;38001;Les Abrets en Dauphiné
Rue du 8 Mai;38001;Les Abrets en Dauphiné
Rue du 8 Mai;38001;Les Abrets en Dauphiné
Rue du Huit Mai (fitilieu);38001;Les Abrets en Dauphiné
Rue du 8 Mai 1945;38006;Allevard
Rue du 19 Mars 1962;38013;Apprieu
Place du 11 Novembre 1918;38015;Artas
Place du 11 Novembre 1918;38022;Les Avenières Veyrins-Thuellin
Rue du 19 Mars 1962;38022;Les Avenières Veyrins-Thuellin
Rue du 8 Mai 1945;38022;Les Avenières Veyrins-Thuellin
Place du 19 Mars 1962;38026;La Balme-les-Grottes
Rue du 19 Mars 1962;38027;Barraux
Rue du 14 Septembre 1219;38030;Beaucroissant
Rue du 8 Mai 1836;38030;Beaucroissant
Impasse du 4 Août;38034;Beaurepaire
Rue du 11 Novembre 1918;38034;Beaurepaire
Rue du 19 Mars 1962;38034;Beaurepaire
Rue du 4 Septembre;38034;Beaurepaire
Rue du 5 Août 1944;38034;Beaurepaire
Rue du 8 Mai 1945;38034;Beaurepaire
Impasse du 9 Avril;38035;Beauvoir-de-Marc
Place du 11 Novembre 1918;38044;Biol
Rue du 19 Mars 1962;38044;Biol
Rue du 8 Mai 1945;38044;Biol
Place du 8 Mai 1945;38051;Bougé-Chambalud
Rue du 16 Mars 1962;38052;Le Bourg-d'Oisans
Rue du 19 Mars 1962;38052;Le Bourg-d'Oisans
Place du 23 Aout 1944;38053;Bourgoin-Jallieu
Place du 8 Mai 1945;38053;Bourgoin-Jallieu
Rue du 19 Mars 1962;38053;Bourgoin-Jallieu
Rue du 19 Mars 1962;38054;Bouvesse-Quirieu
Chemin du 8 Mai;38065;Châbons
Rue du Huit Mai;38065;Châbons
Route du 16 Mai 1944;38069;Champier
Rue du 19 Mars 1962;38071;Champ-sur-Drac
Rue du 8 Mai 1945;38071;Champ-sur-Drac
Impasse du 08 Juin 1944;38072;Chanas
Rue du 29 Aout;38072;Chanas
Place du 19 Mars 1962;38074;Chantesse
Place du 19 Mars 1962;38075;Chapareillan
Place du 24 Avril 1915;38085;Charvieu-Chavagneux
Rue du 19 Mars 1962;38087;Chasse-sur-Rhône
Rue du 8 Mai 1945;38087;Chasse-sur-Rhône
Boulevard du 19 Mars 1962;38094;Châtonnay
Rue du 11 Novembre 1918;38094;Châtonnay
Rue du 8 Mai 1945;38094;Châtonnay
Avenue du 11 Novembre;38095;Chatte
Avenue du 19 Mars 1962;38095;Chatte
Avenue du 8 Mai 1945;38095;Chatte
Rue du 11 Novembre 1918;38097;Chavanoz
Rue du 8 Mai 1945;38097;Chavanoz
Avenue du 8 Mai 1945;38105;Chirens
Rue du 19 Mars 1962;38105;Chirens
Place du 19 Mars;38108;Choranche
Allee du 18 Juin 1940;38111;Claix
Rue du 11 Novembre;38111;Claix
Rue du 11 Novembre;38114;Clonas-sur-Varèze
Rue du 14 Juillet;38114;Clonas-sur-Varèze
Rue du 19 Mars 1962;38114;Clonas-sur-Varèze
Rue du 8 Mai 1945;38114;Clonas-sur-Varèze
Rue du 29 Janvier 1944;38117;Cognin-les-Gorges
Place du 12 Juillet 1944;38118;Colombe
Rue du 8 Mai 1945;38130;La Côte-Saint-André
Rue du 11 Novembre 1918;38133;Coublevie
Rue du 8 Mai 1945;38133;Coublevie
Place du 8 Mai 1945;38138;Crémieu
Rue du 19 Mars 1962;38138;Crémieu
Rue du 11 Novembre 1918;38140;Crolles
Rue du 19 Mars 1962;38140;Crolles
Rue du 8 Mai 1945;38140;Crolles
Place du 11 Novembre 1918;38144;Diémoz
Rue du 19 Mars 1962;38144;Diémoz
Rue du 8 Mai 1945;38144;Diémoz
Avenue du 8 Mai 1945;38151;Échirolles
Rue du 19 Mars 1962;38151;Échirolles
Square du 22 Aout;38151;Échirolles
Place du 8 Mai 1945;38152;Eclose-Badinières
Rue du 19 Mars 1962;38152;Eclose-Badinières
Rue du 19 Mars 1962;38152;Eclose-Badinières
Avenue du 8 Mai 1945;38155;Entre-deux-Guiers
Place du 11 Novembre 1918;38155;Entre-deux-Guiers
Rue du 8 Mai 1945;38155;Entre-deux-Guiers
Place du 19 Mars 1962;38156;Les Éparres
Place du 11 Novembre 1918;38158;Eybens
Rue du 19 Mars 1962;38158;Eybens
Rue du 4 Aout 1789;38158;Eybens
Rue du 8 Mai 1945;38158;Eybens
Rue du 14 Juillet;38175;Froges
Esplanade du 8 Mai 1945;38179;Gières
Rue du 8 Mai 1945;38184;Grenay
Avenue du 11 Novembre;38185;Grenoble
Rue des Déportés du 11 Novembre 1943;38185;Grenoble
Rue du 19 Mars 1962;38185;Grenoble
Rue du 4 Septembre;38185;Grenoble
Rue du 8 Mai 1945;38185;Grenoble
Rue du 8 Mai 1945;38187;Le Gua
Avenue du 19 Mars 1962;38189;Heyrieux
Rue du 8 Mai 1945;38189;Heyrieux
Place du 22 Aout 1944;38193;L'Isle-d'Abeau
Place du 8 Mai 1945;38193;L'Isle-d'Abeau
Rue du 19 Mars 1962;38193;L'Isle-d'Abeau
Rue du 19 Mars 1962;38195;Izeron
Rue du 11 Novembre 1918;38199;Jardin
Voie du 8 Mai 1945;38199;Jardin
Place du 11 Novembre 1918;38200;Jarrie
Place du 8 Mai 1945;38200;Jarrie
Rue du 19 Mars 1962;38200;Jarrie
Place du 8 Mai 1945;38210;Leyrieu
Impasse du 11 Novembre 1918;38213;Longechenal
Impasse du 19 Mars 1962;38213;Longechenal
Impasse du 8 Mai 1945;38213;Longechenal
Rue du 19 Mars 1962;38215;Luzinay
Square du 8 Mai 1945;38223;Maubec
